Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2020,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.0,4.0,,,3.4,4.6,851,223851,Disability Type,Independent Living Disability,,,DISEST,SEXIND,80,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2020,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,29,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2020,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.7,2.7,,,2.3,3.2,227,119285,Disability Type,Self-care Disability,,,DISEST,RACEIND,18,RACE01,AGEADJPREV,DISTYPE,SELFDIS,,
2020,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,52.3,52.3,,,40.9,63.4,57,23214,Disability Status,Any Disability,,,DISEST,RACEIND,22,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2020,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.6,8.6,,,7.5,9.9,1381,1666882,Disability Type,Mobility Disability,,,DISEST,SEXIND,88,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2020,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,17,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2020,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,89,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2020,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,86.2,86.2,,,80.4,90.5,323,259831,Disability Status,No Disability,,,DISEST,RACEIND,24,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2020,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,33.7,33.7,,,28.1,39.9,241,106868,Disability Status,Any Disability,,,DISEST,RACEIND,05,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2020,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,9.9,9.9,,,7.9,12.4,103,77851,Disability Type,Cognitive Disability,,,DISEST,RACEIND,34,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2020,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,13.4,13.4,,,11.7,15.3,234,136489,Disability Type,Mobility Disability,,,DISEST,AGEIND,41,AGE02,PREV,DISTYPE,MOBDIS,,
2020,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,3.7,3.7,,,2.8,5.0,91,9383,Disability Type,Self-care Disability,,,DISEST,AGEIND,33,AGE03,PREV,DISTYPE,SELFDIS,,
2020,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,7.6,7.6,,,6.5,8.8,279,342864,Disability Type,Independent Living Disability,,,DISEST,SEXIND,37,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2020,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,1.1,1.1,,,0.7,1.6,38,32250,Disability Type,Self-care Disability,,,DISEST,AGEIND,51,AGE01,PREV,DISTYPE,SELFDIS,,
2020,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,4.2,4.2,,,3.6,4.8,617,126577,Disability Type,Hearing Disability,,,DISEST,RACEIND,24,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2020,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,28,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2020,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,14.8,14.8,,,13.6,16.1,1940,796076,Disability Type,Hearing Disability,,,DISEST,AGEIND,82,AGE03,PREV,DISTYPE,HEARDIS,,
2020,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,7.6,7.6,,,6.7,8.7,659,41353,Disability Type,Mobility Disability,,,DISEST,RACEIND,50,RACE01,AGEADJPREV,DISTYPE,MOBDIS,,
2020,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,59.0,59.0,,,55.1,62.8,1558,88890,Disability Status,No Disability,,,DISEST,AGEIND,46,AGE03,PREV,DISSTAT,NODIS,,
2020,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,24.3,24.3,,,15.1,36.6,19,12418,Disability Type,Mobility Disability,,,DISEST,RACEIND,01,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2020,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,02,RACE02,AGEADJPREV,DISTYPE,HEARDIS,,
2020,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,11.4,11.4,,,9.3,13.8,140,109411,Disability Type,Independent Living Disability,,,DISEST,AGEIND,45,AGE03,PREV,DISTYPE,INDDIS,,
2020,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,40.7,40.7,,,38.4,43.0,1614,1293369,Disability Status,Any Disability,,,DISEST,AGEIND,36,AGE03,PREV,DISSTAT,DISABL,,
2020,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,5.4,5.4,,,4.3,6.8,86,19074,Disability Type,Independent Living Disability,,,DISEST,AGEIND,30,AGE01,PREV,DISTYPE,INDDIS,,
2020,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,24,RACE07,AGEADJPREV,DISTYPE,INDDIS,,
2020,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.1,4.1,,,3.2,5.3,83,10784,Disability Type,Self-care Disability,,,DISEST,AGEIND,30,AGE02,PREV,DISTYPE,SELFDIS,,
2020,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,01,RACE06,AGEADJPREV,DISTYPE,INDDIS,,
2020,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,13.1,13.1,,,10.5,16.2,203,259617,Disability Type,Mobility Disability,,,DISEST,RACEIND,84,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2020,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,9.4,9.4,,,7.9,11.1,523,961407,Disability Type,Cognitive Disability,,,DISEST,SEXIND,48,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2020,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,22.6,22.6,,,18.6,27.1,157,20033,Disability Status,Any Disability,,,DISEST,RACEIND,15,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2020,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,3.5,3.5,,,2.9,4.2,320,87901,Disability Type,Vision Disability,,,DISEST,SEXIND,24,SEX02,AGEADJPREV,DISTYPE,VISDIS,,
2020,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,35,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2020,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,6.8,6.8,,,5.0,9.1,104,18437,Disability Type,Cognitive Disability,,,DISEST,SEXIND,02,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2020,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,28,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2020,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,23,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2020,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,73.5,73.5,,,71.4,75.4,2102,295577,Disability Status,No Disability,,,DISEST,SEXIND,30,SEX01,AGEADJPREV,DISSTAT,NODIS,,
2020,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,13,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2020,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,6.4,6.4,,,5.0,8.0,198,120141,Disability Type,Hearing Disability,,,DISEST,SEXIND,22,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2020,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,7.2,7.2,,,5.6,9.2,98,76032,Disability Type,Self-care Disability,,,DISEST,AGEIND,22,AGE02,PREV,DISTYPE,SELFDIS,,
2020,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.0,8.0,,,6.7,9.6,434,354408,Disability Type,Independent Living Disability,,,DISEST,AGEIND,12,AGE03,PREV,DISTYPE,INDDIS,,
2020,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,06,RACE04,AGEADJPREV,DISTYPE,VISDIS,,
2020,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,72.2,72.2,,,67.0,76.9,406,509490,Disability Status,No Disability,,,DISEST,RACEIND,37,RACE03,AGEADJPREV,DISSTAT,NODIS,,
2020,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,57.1,57.1,,,55.4,58.8,5042,2970873,Disability Status,No Disability,,,DISEST,AGEIND,81,AGE03,PREV,DISSTAT,NODIS,,
2020,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,19,RACE04,AGEADJPREV,DISTYPE,SELFDIS,,
2020,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,1.5,1.5,,,0.9,2.5,40,17827,Disability Type,Hearing Disability,,,DISEST,AGEIND,09,AGE01,PREV,DISTYPE,HEARDIS,,
2020,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,81.8,81.8,,,80.9,82.7,12251,8952610,Disability Status,No Disability,,,DISEST,RACEIND,81,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2020,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.1,5.1,,,4.2,6.3,214,25513,Disability Type,Independent Living Disability,,,DISEST,RACEIND,38,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2020,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,74.6,74.6,,,68.6,79.8,517,1501375,Disability Status,No Disability,,,DISEST,RACEIND,88,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2020,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,14.6,14.6,,,12.6,16.9,354,39027,Disability Type,Hearing Disability,,,DISEST,AGEIND,15,AGE03,PREV,DISTYPE,HEARDIS,,
2020,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,4.5,4.5,,,2.7,7.3,25,197700,Disability Type,Cognitive Disability,,,DISEST,RACEIND,06,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2020,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,72.4,72.4,,,69.8,74.9,2242,807914,Disability Status,No Disability,,,DISEST,VETIND,89,VET1,AGEADJPREV,DISSTAT,NODIS,,
2020,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,26.3,26.3,,,22.3,30.6,194,105715,Disability Status,Any Disability,,,DISEST,RACEIND,24,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2020,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,75.6,75.6,,,74.4,76.7,6710,2541267,Disability Status,No Disability,,,DISEST,AGEIND,89,AGE02,PREV,DISSTAT,NODIS,,
2020,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,39.9,39.9,,,26.3,55.3,23,30924,Disability Status,Any Disability,,,DISEST,RACEIND,41,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2020,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.5,8.5,,,7.1,10.3,199,42306,Disability Type,Self-care Disability,,,DISEST,AGEIND,28,AGE03,PREV,DISTYPE,SELFDIS,,
2020,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,81,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2020,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,12,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
2020,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,23.5,23.5,,,23.0,23.9,47487,29215145,Disability Status,Any Disability,,,DISEST,SEXIND,59,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2020,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,17.5,17.5,,,9.9,29.0,20,41337,Disability Status,Any Disability,,,DISEST,RACEIND,13,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2020,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,41,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2020,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,20,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2020,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.7,5.7,,,4.7,6.8,232,93967,Disability Type,Hearing Disability,,,DISEST,AGEIND,04,AGE02,PREV,DISTYPE,HEARDIS,,
2020,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,22,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2020,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,14.7,14.7,,,13.6,15.8,2122,1484755,Disability Type,Mobility Disability,,,DISEST,RACEIND,83,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2020,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,47,RACE07,AGEADJPREV,DISTYPE,SELFDIS,,
2020,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,2.8,2.8,,,2.2,3.5,155,92693,Disability Type,Self-care Disability,,,DISEST,SEXIND,34,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2020,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,14.6,14.6,,,12.5,17.0,244,241142,Disability Type,Cognitive Disability,,,DISEST,SEXIND,21,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2020,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.5,2.5,,,1.7,3.7,33,38035,Disability Type,Hearing Disability,,,DISEST,AGEIND,21,AGE01,PREV,DISTYPE,HEARDIS,,
2020,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,11.0,11.0,,,7.2,16.3,33,26544,Disability Type,Cognitive Disability,,,DISEST,RACEIND,04,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2020,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,75.1,75.1,,,73.4,76.8,3565,1993196,Disability Status,No Disability,,,DISEST,SEXIND,04,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2020,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,74.7,74.7,,,72.3,76.9,1262,749430,Disability Status,No Disability,,,DISEST,AGEIND,41,AGE02,PREV,DISSTAT,NODIS,,
2020,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.3,4.3,,,3.6,5.0,267,63593,Disability Type,Independent Living Disability,,,DISEST,AGEIND,24,AGE02,PREV,DISTYPE,INDDIS,,
2020,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,12.5,12.5,,,9.6,16.0,117,15618,Disability Type,Cognitive Disability,,,DISEST,RACEIND,31,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2020,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,19,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2020,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.4,5.4,,,4.4,6.6,166,43953,Disability Type,Hearing Disability,,,DISEST,RACEIND,28,RACE02,AGEADJPREV,DISTYPE,HEARDIS,,
2020,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,15.9,15.9,,,14.2,17.7,496,110579,Disability Type,Cognitive Disability,,,DISEST,SEXIND,54,SEX02,AGEADJPREV,DISTYPE,COGDIS,,
2020,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,5.5,5.5,,,3.3,8.8,23,10873,Disability Type,Independent Living Disability,,,DISEST,RACEIND,20,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2020,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.0,4.0,,,3.4,4.6,246,113687,Disability Type,Independent Living Disability,,,DISEST,SEXIND,53,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2020,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,4.1,4.1,,,3.2,5.3,111,120801,Disability Type,Self-care Disability,,,DISEST,RACEIND,81,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,
2020,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,2.8,2.8,,,2.5,3.1,989,638397,Disability Type,Self-care Disability,,,DISEST,SEXIND,84,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2020,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.9,4.9,,,3.7,6.4,179,60871,Disability Type,Self-care Disability,,,DISEST,SEXIND,05,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2020,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.9,9.9,,,8.7,11.3,369,292273,Disability Type,Independent Living Disability,,,DISEST,RACEIND,21,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2020,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,75.9,75.9,,,66.4,83.3,102,98135,Disability Status,No Disability,,,DISEST,RACEIND,25,RACE04,AGEADJPREV,DISSTAT,NODIS,,
2020,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,8.1,8.1,,,7.5,8.7,1813,447418,Disability Type,Independent Living Disability,,,DISEST,SEXIND,86,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2020,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.0,3.0,,,2.4,3.6,151,64933,Disability Type,Independent Living Disability,,,DISEST,SEXIND,08,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2020,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,26.8,26.8,,,21.6,32.8,86,24132,Disability Status,Any Disability,,,DISEST,RACEIND,19,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2020,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,40,RACE03,AGEADJPREV,DISTYPE,HEARDIS,,
2020,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,4.6,4.6,,,4.1,5.1,562,204309,Disability Type,Independent Living Disability,,,DISEST,AGEIND,87,AGE01,PREV,DISTYPE,INDDIS,,
2020,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,33,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2020,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.5,9.5,,,8.0,11.1,295,44271,Disability Type,Cognitive Disability,,,DISEST,RACEIND,38,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2020,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,70.7,70.7,,,67.7,73.5,1085,918983,Disability Status,No Disability,,,DISEST,RACEIND,34,RACE03,AGEADJPREV,DISSTAT,NODIS,,
